movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,avg_rating
38,It Takes Two,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7941176470588234
39,Clueless,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4120111731843576
40,"Cry, the Beloved Country",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
41,Richard III,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.8072289156626504
42,Dead Presidents,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.173076923076923
43,Restoration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.479020979020979
44,Mortal Kombat,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.6798892988929888
45,To Die For,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.4365904365904365
46,How to Make an American Quilt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.2916666666666665
47,Seven (a.k.a. Se7en),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.078090138331103
48,Pocahontas,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2.9444444444444446
49,When Night Is Falling,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.227272727272727
50,"Usual Suspects, The",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.370481927710843
51,Guardian Angel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.75
52,Mighty Aphrodite,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.547227926078029
53,Lamerica,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
54,"Big Green, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9285714285714284
55,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2454545454545456
56,Kids of the Round Table,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5
57,Home for the Holidays,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4774436090225564
58,"Postman, The (Postino, Il)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.9876923076923076
59,"Confessional, The (Confessionnal, Le)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0
60,"Indian in the Cupboard, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.096989966555184
61,Eye for an Eye,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.427480916030534
62,Mr. Holland's Opus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7620423892100194
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8157894736842106
64,Two if by Sea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.827777777777778
65,Bio-Dome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4078947368421053
66,Lawnmower Man 2: Beyond Cyberspace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.1297709923664123
67,Two Bits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
68,French Twist (Gazon maudit),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4705882352941178
69,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6125541125541125
70,From Dusk Till Dawn,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.2202898550724637
71,Fair Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3981481481481484
72,Kicking and Screaming,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3970588235294117
73,"Misérables, Les",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.789808917197452
74,Bed of Roses,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.3535911602209945
75,Big Bully,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4166666666666665
76,Screamers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.08
77,Nico Icon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4615384615384617
78,"Crossing Guard, The",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.1641791044776117
79,"Juror, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.2263513513513513
80,"White Balloon, The (Badkonake sefid)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8181818181818183
81,Things to Do in Denver When You're Dead,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.2151515151515153
82,Antonia's Line (Antonia),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.949324324324324
83,Once Upon a Time... When We Were Colored,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.4827586206896552
84,Last Summer in the Hamptons,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.269230769230769
85,Angels and Insects,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.546979865771812
86,White Squall,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.47972972972973
87,Dunston Checks In,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4722222222222223
88,Black Sheep,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0177865612648223
89,Nick of Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2658227848101267
90,"Journey of August King, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4615384615384617
92,Mary Reilly,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.792682926829268
93,Vampire in Brooklyn,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.4313725490196076
94,Beautiful Girls,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5821917808219177
95,Broken Arrow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1251063829787236
96,In the Bleak Midwinter,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6
97,"Hate (Haine, La)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.98989898989899
99,Heidi Fleiss: Hollywood Madam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1363636363636362
100,City Hall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.190582959641256
101,Bottle Rocket,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.7937219730941703
102,Mr. Wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4285714285714284
103,Unforgettable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.0816326530612246
104,Happy Gilmore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384498480243161
105,"Bridges of Madison County, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.2954545454545454
106,Nobody Loves Me (Keiner liebt mich),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7
107,Muppet Treasure Island,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2229299363057327
108,Catwalk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
109,Headless Body in Topless Bar,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.5
110,Braveheart,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.038227938549482
111,Taxi Driver,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.119331742243436
112,Rumble in the Bronx (Hont faan kui),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3740031897926634
113,Before and After,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0462962962962963
114,Margaret's Museum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4615384615384617
116,Anne Frank Remembered,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.22093023255814
117,"Young Poisoner's Handbook, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7037037037037037
118,If Lucy Fell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9152542372881354
119,"Steal Big, Steal Little",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
120,Race the Sun,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0833333333333335
121,"Boys of St. Vincent, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.761904761904762
122,Boomerang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8010471204188483
123,Chungking Express (Chung Hing sam lam),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3.824324324324324
124,"Star Maker, The (Uomo delle stelle, L')",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.021739130434782
125,Flirting With Disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.816901408450704
126,"NeverEnding Story III, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.1714285714285713
127,"Silences of the Palace, The (Saimt el Qusur)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
128,Jupiter's Wife,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.375
129,Pie in the Sky,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5454545454545454
130,Angela,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
131,Frankie Starlight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.3
132,Jade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.668181818181818
133,Nueba Yol,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0
134,Sonic Outlaws,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
135,Down Periscope,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.046376811594203
136,From the Journals of Jean Seberg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
137,Man of the Year,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
138,"Neon Bible, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25
139,Target,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
140,Up Close and Personal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.423954372623574
141,"Birdcage, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.499566724436742
142,Shadows (Cienie),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
144,"Brothers McMullen, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5529661016949152
145,Bad Boys,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.223993288590604
146,"Amazing Panda Adventure, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409090909090909
147,"Basketball Diaries, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.590909090909091
148,"Awfully Big Adventure, An",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.840909090909091
149,Amateur,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.8620689655172415
150,Apollo 13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.8672372611464967
151,Rob Roy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.514388489208633
152,"Addiction, The",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.2083333333333335
153,Batman Forever,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9210987726475746
154,Beauty of the Day (Belle de jour),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7947976878612715
155,Beyond Rangoon,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.440677966101695
156,Blue in the Face,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5055555555555555
157,Canadian Bacon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.72992700729927
158,Casper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9483037156704364
159,Clockers,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.5588235294117645
160,Congo,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5898389095415117
161,Crimson Tide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3.760279605263158
162,Crumb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.047021943573668
163,Desperado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.422192151556157
164,Devil in a Blue Dress,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.504405286343612
165,Die Hard: With a Vengeance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5210293303818485
166,"Doom Generation, The",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1923076923076925
167,Feast of July,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
168,First Knight,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.08398133748056
169,Free Willy 2: The Adventure Home,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3810975609756095
170,Hackers,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.19390243902439
171,Jeffrey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5675675675675675
172,Johnny Mnemonic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.6772445820433437
173,Judge Dredd,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.55830164765526
174,Jury Duty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5504201680672267
175,Kids,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5217391304347827
176,Living in Oblivion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9746376811594204
177,Lord of Illusions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.9473684210526314
178,Love & Human Remains,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6363636363636362
179,Mad Love,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.590909090909091
180,Mallrats,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.563364055299539
181,Mighty Morphin Power Rangers: The Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9246575342465753
182,Moonlight and Valentino,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.8823529411764706
183,Mute Witness,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.25
184,Nadja,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.088235294117647
185,"Net, The",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0864055299539173
186,Nine Months,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9034782608695653
187,Party Girl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.443396226415094
188,"Prophecy, The",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.512396694214876
189,Reckless,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3684210526315788
190,Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7
191,"Scarlet Letter, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.6845238095238093
192,"Show, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.25
193,Showgirls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2681940700808627
194,Smoke,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.776315789473684
195,Something to Talk About,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.157754010695187
196,Species,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.834931506849315
197,"Stars Fell on Henrietta, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
198,Strange Days,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,3.396969696969697
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.707317073170732
200,"Tie That Binds, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0833333333333335
201,Three Wishes,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.1315789473684212
202,Total Eclipse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.289473684210526
203,"To Wong Foo, Thanks for Everything! Julie Newmar",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.063973063973064
204,Under Siege 2: Dark Territory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.974712643678161
205,Unstrung Heroes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4166666666666665
206,Unzipped,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4411764705882355
207,"Walk in the Clouds, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.414035087719298
208,Waterworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8484098939929328
209,White Man's Burden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7777777777777777
210,Wild Bill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7708333333333335
211,"Browning Version, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.712121212121212
212,Bushwhacked,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2241379310344827
213,Burnt by the Sun (Utomlyonnye solntsem),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9895833333333335
214,Before the Rain (Pred dozhdot),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.078431372549019
215,Before Sunrise,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.885159010600707
216,Billy Madison,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.221461187214612
217,"Babysitter, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.5555555555555554
218,Boys on the Side,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3211009174311927
219,"Cure, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
220,Castle Freak,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4210526315789473
222,Circle of Friends,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.4869281045751634
223,Clerks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87648927720413
224,Don Juan DeMarco,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.464503042596349
225,Disclosure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.3333333333333335
226,Dream Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.25
227,Drop Zone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.970472440944882
228,Destiny Turns on the Radio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85
229,Death and the Maiden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.656
230,Dolores Claiborne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.6282722513089007
231,Dumb & Dumber (Dumb and Dumber),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8669994128009395
232,Eat Drink Man Woman (Yin shi nan nu),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.041925465838509
233,Exotica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.532258064516129
234,Exit to Eden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
235,Ed Wood,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.619158878504673
236,French Kiss,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.316745655608215
237,Forget Paris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2507462686567163
238,Far From Home: The Adventures of Yellow Dog,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0377358490566038
239,"Goofy Movie, A",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0174418604651163
240,Hideaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7586206896551726
241,Fluke,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
242,Farinelli: il castrato,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.4384615384615387
243,Gordy,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.325
244,Gumby: The Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2916666666666665
245,"Glass Shield, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8823529411764706
